scientific_name,latitude,longitude,observation_count
"Phyllanthus racemosus L.f.",6.9,81.7,1
"Acalypha hispida Burm.f.",6.9,81,1
"Acalypha hispida Burm.f.",5.9,80.5,1
"Acalypha hispida Burm.f.",6.5,80,1
"Acalypha hispida Burm.f.",8,80.8,1
"Acalypha hispida Burm.f.",7,80.5,1
"Acalypha hispida Burm.f.",7,80.4,1
"Reissantia indica (Willd.) N.Hallé",6.9,81.7,1
"Reissantia indica (Willd.) N.Hallé",7.3,80.2,1
"Reissantia indica (Willd.) N.Hallé",7.3,80.9,1
"Reissantia indica (Willd.) N.Hallé",8,79.8,1
"Reissantia indica (Willd.) N.Hallé",8.1,79.7,1
"Stachytarpheta jamaicensis (L.) Vahl",7.2,81.6,1
"Stachytarpheta jamaicensis (L.) Vahl",6.1,81.1,1
"Stachytarpheta jamaicensis (L.) Vahl",5.9,80.6,1
"Stachytarpheta jamaicensis (L.) Vahl",7.4,80.7,1
"Stachytarpheta jamaicensis (L.) Vahl",7.3,80.7,1
"Stachytarpheta jamaicensis (L.) Vahl",6.4,80.5,1
"Stachytarpheta jamaicensis (L.) Vahl",7.9,80.7,1
"Stachytarpheta jamaicensis (L.) Vahl",9.7,80.3,1
"Stachytarpheta jamaicensis (L.) Vahl",7.3,80.2,1
"Stachytarpheta jamaicensis (L.) Vahl",6.4,80.6,1
"Stachytarpheta jamaicensis (L.) Vahl",7.2,80.6,1
"Stachytarpheta jamaicensis (L.) Vahl",6.4,80.4,1
"Stachytarpheta jamaicensis (L.) Vahl",7.1,80.5,1
"Rotheca serrata (L.) Steane & Mabb.",6.9,81.1,1
"Rotheca serrata (L.) Steane & Mabb.",7.5,80.7,1
"Rotheca serrata (L.) Steane & Mabb.",6.9,81,1
"Rotheca serrata (L.) Steane & Mabb.",7.4,80.9,1
"Rotheca serrata (L.) Steane & Mabb.",7.3,80.6,1
"Megaskepasma erythrochlamys Lindau",7.6,80.6,1
"Megaskepasma erythrochlamys Lindau",7.4,80.7,1
"Megaskepasma erythrochlamys Lindau",6.9,80.2,1
"Megaskepasma erythrochlamys Lindau",6.9,81.1,1
"Megaskepasma erythrochlamys Lindau",7.4,80.8,1
"Pachystachys lutea (Ruiz & Pav. ex Schult.) Nees",7.2,80.4,1
"Pachystachys lutea (Ruiz & Pav. ex Schult.) Nees",6.4,80.5,1
"Pachystachys lutea (Ruiz & Pav. ex Schult.) Nees",7.4,80.8,1
"Pachystachys lutea (Ruiz & Pav. ex Schult.) Nees",7.2,80.6,1
"Senna surattensis (Burm.f.) H.S.Irwin & Barneby",6.8,80,1
"Senna surattensis (Burm.f.) H.S.Irwin & Barneby",7.3,80.6,1
"Senna surattensis (Burm.f.) H.S.Irwin & Barneby",6.9,79.9,1
"Abutilon hirtum (Lam.) Sweet",7.9,80.8,1
"Abutilon hirtum (Lam.) Sweet",8,80.8,1
"Abutilon hirtum (Lam.) Sweet",9,79.9,1
"Abutilon hirtum (Lam.) Sweet",7.3,80.8,1
"Goeppertia loeseneri (J.F.Macbr.) Borchs. & S.Suárez",7.2,80.6,1
"Callisia fragrans (Lindl.) Woodson",9.3,80.7,1
"Impatiens macrophylla Gardner ex Hook.",7,80.8,1
"Impatiens macrophylla Gardner ex Hook.",6.9,80.8,1
"Leptochilus decurrens f. lanceolatus (Fée) Sledge",6.8,80.9,1
"Belvisia spicata (L.f.) Mirb. ex Saff.",6.9,80.8,1
"Vitex leucoxylon L.f.",7.7,79.8,1
"Vitex leucoxylon L.f.",8.4,80.5,1
"Medinilla fuchsioides Gardner",7,80.9,1
"Medinilla fuchsioides Gardner",7.1,80.7,1
"Medinilla fuchsioides Gardner",7,80.8,1
"Medinilla fuchsioides Gardner",6.9,80.8,1
"Medinilla fuchsioides Gardner",7.6,80.7,1
"Adansonia digitata L.",8.5,80.1,1
"Adansonia digitata L.",8.3,79.8,1
"Adansonia digitata L.",7.3,80.6,1
"Adansonia digitata L.",8.9,80,1
"Adansonia digitata L.",7.6,80.7,1
"Clerodendrum thomsoniae Balf.f.",7.3,80.6,1
"Clerodendrum thomsoniae Balf.f.",6.1,80.2,1
"Clerodendrum thomsoniae Balf.f.",7.5,80.4,1
"Clerodendrum thomsoniae Balf.f.",6.1,80.1,1
"Clerodendrum thomsoniae Balf.f.",6.8,80.1,1
"Clerodendrum thomsoniae Balf.f.",6.9,79.9,1
"Clerodendrum thomsoniae Balf.f.",6.4,80.4,1
"Echinodorus cordifolius (L.) Griseb.",6.1,80.1,1
"Echinodorus cordifolius (L.) Griseb.",6.4,80.5,1
"Echinodorus cordifolius (L.) Griseb.",6.2,80.2,1
"Hymenophyllum crispatum Wall. ex Hook. & Grev.",7.5,80.6,1
"Pteris biaurita L.",7.3,80.8,1
"Pteris biaurita L.",7.6,80.2,1
"Pteris biaurita L.",6.6,80.7,1
"Pteris biaurita L.",7.8,80.8,1
"Ctenopterella thwaitesii (Bedd.) Parris",6.8,80.5,1
"Ctenopterella thwaitesii (Bedd.) Parris",7.8,80.8,1
"Deparia zeylanica (Hook.) M.Kato",7.3,80.7,1
"Doryopteris concolor (Langsd. & Fisch.) Kuhn",7.3,80.8,1
"Doryopteris concolor (Langsd. & Fisch.) Kuhn",7,81,1
"Doryopteris concolor (Langsd. & Fisch.) Kuhn",7.4,80.8,1
"Doryopteris concolor (Langsd. & Fisch.) Kuhn",7.3,80.6,1
"Parapolystichum rufescens (Blume) Labiak, Sundue & R.C.Moran",7.3,80.7,1
"Hemionitis arifolia (Burm.fil.) T.Moore",7,81,1
"Hemionitis arifolia (Burm.fil.) T.Moore",7.6,80.8,1
"Hemionitis arifolia (Burm.fil.) T.Moore",7.6,80.7,1
"Arachniodes aristata (G.Forst.) Tindale",8,80.8,1
"Arachniodes aristata (G.Forst.) Tindale",7.8,80.7,1
"Arachniodes aristata (G.Forst.) Tindale",7.4,80.8,1
"Arachniodes aristata (G.Forst.) Tindale",7.3,80.8,1
"Arachniodes aristata (G.Forst.) Tindale",7,81,1
"Pteris longifolia L.",7,81,1
"Pteris longifolia L.",7.6,80.2,1
"Oleandra musifolia (Blume) C.Presl",7,81,1
"Oleandra musifolia (Blume) C.Presl",7,80.7,1
"Oleandra musifolia (Blume) C.Presl",7.6,80.7,1
"Hymenophyllum tenellum (Jacq.) Kuhn",7,81,1
"Diplazium subsinuatum (Hook. & Grev.) Tagawa",7.3,80.7,1
"Hymenophyllum polyanthos (Sw.) Sw.",8.1,80.7,1
"Hymenophyllum polyanthos (Sw.) Sw.",6.7,80.5,1
"Hymenophyllum polyanthos (Sw.) Sw.",7.3,80.8,1
"Hymenophyllum polyanthos (Sw.) Sw.",7.2,80.6,1
"Hymenophyllum polyanthos (Sw.) Sw.",6.8,80.8,1
"Hymenophyllum polyanthos (Sw.) Sw.",6.5,80.5,1
"Hymenophyllum polyanthos (Sw.) Sw.",7.5,80.7,1
"Hymenophyllum polyanthos (Sw.) Sw.",7.6,80.7,1
"Pteris ensiformis Burm.",7,81,1
"Pteris ensiformis Burm.",7.1,79.9,1
"Pteris ensiformis Burm.",6.9,81.1,1
"Pteris ensiformis Burm.",7.6,80.8,1
"Pteris ensiformis Burm.",6.9,81,1
"Pteris ensiformis Burm.",7.2,81.2,1
"Haplopteris microlepis (Hieron.) Mazumdar",6.2,80.3,1
"Elaphoglossum paleaceum (Hook. & Grev.) Sledge",7,81,1
"Diplazium polypodioides Blume",7.4,80.8,1
"Diplazium polypodioides Blume",7.3,80.6,1
"Diplazium polypodioides Blume",6.8,80.9,1
"Diplazium polypodioides Blume",7.3,80.8,1
"Diplazium polypodioides Blume",6.8,80.4,1
"Diplazium polypodioides Blume",6.3,80.6,1
"Diplazium polypodioides Blume",6.4,80.6,1
"Diplazium polypodioides Blume",7,80.5,1
"Diplazium polypodioides Blume",6.9,81.1,1
"Deparia boryana (Willd.) M.Kato",7.3,80.8,1
"Deparia boryana (Willd.) M.Kato",7.8,80.7,1
"Deparia boryana (Willd.) M.Kato",7.6,80.8,1
"Deparia boryana (Willd.) M.Kato",7.2,80.7,1
"Pteris tripartita Sw.",7.3,80.6,1
"Pteris tripartita Sw.",7.3,80.8,1
"Hymenophyllum javanicum Spreng.",7.3,80.8,1
"Hymenophyllum javanicum Spreng.",7.3,80.6,1
"Hymenophyllum javanicum Spreng.",7,80.7,1
"Hymenophyllum javanicum Spreng.",6.7,80.6,1
"Diplazium dilatatum Blume",6.9,80.8,1
"Trichomanes bilabiatum Nees & Blume",8.1,80.7,1
"Trichomanes bilabiatum Nees & Blume",7.6,80.4,1
"Trichomanes bilabiatum Nees & Blume",7,81,1
"Elaphoglossum spatulatum (Bory) T.Moore",7,81,1
"Elaphoglossum spatulatum (Bory) T.Moore",7.8,80.7,1
"Pteris quadriaurita Retz.",7.6,80.8,1
"Trichomanes proliferum Blume",7.3,80.8,1
"Trichomanes pyxidiferum L.",7,81,1
"Ctenitis subglandulosa (Hance) Ching",7,81,1
"Vittaria lineata (L.) J.E.Sm.",7.1,80.8,1
"Dryopteris sparsa (D.Don) Kuntze",7.5,80.7,1
"Dryopteris sparsa (D.Don) Kuntze",7.3,80.8,1
"Dryopteris sparsa (D.Don) Kuntze",7.2,80.7,1
"Cyathea hookeri Thwaites",7,81,1
"Cyathea hookeri Thwaites",7.7,80.7,1
"Cyathea hookeri Thwaites",7.9,80.8,1
"Taenitis blechnoides (Willd.) Sw.",7.9,80.8,1
"Bolbitis appendiculata (Willd.) K.Iwats.",7.8,80.7,1
"Bolbitis appendiculata (Willd.) K.Iwats.",6.7,80.4,1
"Bolbitis appendiculata (Willd.) K.Iwats.",6.3,80.4,1
"Bolbitis appendiculata (Willd.) K.Iwats.",6.4,80.7,1
"Bolbitis appendiculata (Willd.) K.Iwats.",6.6,80.3,1
"Bolbitis appendiculata (Willd.) K.Iwats.",6.3,80.6,1
"Bolbitis appendiculata (Willd.) K.Iwats.",6.4,80.5,1
"Bolbitis appendiculata (Willd.) K.Iwats.",7.3,80.6,1
"Pteris decussata J.Sm.",7,81,1
"Adiantum lucidum (Cav.) Sw.",7,81,1
"Arachniodes tripinnata (Goldm.) Sledge",6.5,80.4,1
"Arachniodes tripinnata (Goldm.) Sledge",6.4,80.5,1
"Arachniodes tripinnata (Goldm.) Sledge",6.5,80.5,1
"Hymenophyllum exsertum Wall. ex Hook.",7.3,80.8,1
"Hymenophyllum exsertum Wall. ex Hook.",7,81,1
"Pteris cretica L.",7,81,1
"Pteris cretica L.",7.6,80.8,1
"Dryopteris Adans.",7,81,1
"Dryopteris Adans.",7.5,80.7,1
"Dryopteris Adans.",6.9,80.8,1
"Diplaziopsis javanica (Blume) C.Chr.",7.3,80.7,1
"Diplaziopsis javanica (Blume) C.Chr.",7.6,80.7,1
"Hymenophyllum digitatum (Sw.) Fosberg",7,81,1
"Antrophyum reticulatum (G.Forst.) Kaulf.",8.1,80.7,1
"Antrophyum reticulatum (G.Forst.) Kaulf.",7.9,80.8,1
"Antrophyum reticulatum (G.Forst.) Kaulf.",6.7,80.6,1
"Antrophyum reticulatum (G.Forst.) Kaulf.",6.7,80.4,1
"Cyathea crinita (Hook.) Copel.",7.8,80.6,1
"Cyathea crinita (Hook.) Copel.",6.7,80.7,1
"Trichomanes exiguum (Bedd.) Baker",7.3,80.8,1
"Trichomanes exiguum (Bedd.) Baker",7.6,80.7,1
"Deparia petersenii (Kunze) M.Kato",7,80.8,1
"Deparia petersenii (Kunze) M.Kato",7.4,80.8,1
"Deparia petersenii (Kunze) M.Kato",7.6,80.8,1
"Deparia petersenii (Kunze) M.Kato",6.9,80.8,1
"Deparia petersenii (Kunze) M.Kato",7.6,80.7,1
"Trigonospora obtusiloba Sledge",7.5,80.7,1
"Trigonospora obtusiloba Sledge",6.7,80.6,1
"Trigonospora obtusiloba Sledge",6.8,80.4,1
"Trigonospora obtusiloba Sledge",6.5,80.5,1
"Trigonospora obtusiloba Sledge",7.3,80.6,1
"Trigonospora obtusiloba Sledge",6.3,80.6,1
"Parathelypteris beddomei (Baker) Ching",7.8,80.8,1
"Parathelypteris beddomei (Baker) Ching",6.9,80.8,1
"Parathelypteris beddomei (Baker) Ching",7.6,80.7,1
"Euonymus walkeri Wight",7.4,80.5,1
"Euonymus walkeri Wight",6.7,80.9,1
"Euonymus walkeri Wight",7.4,80.8,1
"Trigonospora angustifrons Sledge",6.8,80.4,1
"Psychotria zeylanica Sohmer",6.8,80.5,1
"Psychotria zeylanica Sohmer",6.8,80.6,1
"Psychotria zeylanica Sohmer",7.3,80.6,1
"Litsea walkeri (Meisn.) Trimen",6.8,80.7,1
"Litsea walkeri (Meisn.) Trimen",7.2,80.7,1
"Prunus L.",6.4,80.7,1
"Prunus L.",6.7,80.7,1
"Glochidion zeylanicum (Gaertn.) A.Juss.",6.4,80.7,1
"Glochidion zeylanicum (Gaertn.) A.Juss.",6.8,80,1
"Glochidion zeylanicum (Gaertn.) A.Juss.",6.6,80.5,1
"Glochidion zeylanicum (Gaertn.) A.Juss.",7.2,81.2,1
"Glochidion zeylanicum (Gaertn.) A.Juss.",6.5,80.6,1
"Glochidion zeylanicum (Gaertn.) A.Juss.",7.3,79.9,1
"Prunus walkeri (Wight) Kalkman",6.9,80.5,1
"Glochidion pycnocarpum (Müll.Arg.) Bedd.",6.4,80.7,1
"Glochidion pycnocarpum (Müll.Arg.) Bedd.",6.8,80.8,1
"Neolitsea cassia (L.) Kosterm.",6.4,80.5,1
"Miliusa Lesch. ex A.DC.",7.2,80.9,1
"Miliusa Lesch. ex A.DC.",7.3,80.8,1
"Miliusa Lesch. ex A.DC.",6.7,80.7,1
"Apodytes gardneriana Miers",6.5,80.6,1
"Apodytes gardneriana Miers",7.3,80.7,1
"Scyphostachys coffeoides Thwaites",7.6,80.4,1
"Scyphostachys coffeoides Thwaites",6.4,80.4,1
"Actinodaphne elegans Thwaites",8.4,80.7,1
"Actinodaphne elegans Thwaites",6.4,80.7,1
"Actinodaphne elegans Thwaites",7.2,80.7,1
"Actinodaphne elegans Thwaites",6.4,80.5,1
"Actinodaphne elegans Thwaites",7.3,80.9,1
"Actinodaphne elegans Thwaites",6.5,80.2,1
"Actinodaphne elegans Thwaites",6.6,80.2,1
"Nothopegia beddomei Gamble",6.4,80.7,1
"Nothopegia beddomei Gamble",8.1,80.7,1
"Nothopegia beddomei Gamble",7.2,81.2,1
"Nothopegia beddomei Gamble",7.3,80.8,1
"Sauropus androgynus (L.) Merr.",7.5,80.4,1
"Sauropus androgynus (L.) Merr.",7,80.4,1
"Psydrax dicoccos Gaertn.",6.4,80.7,1
"Psydrax dicoccos Gaertn.",7.1,80.7,1
"Allophylus varians (Thwaites) Radlk.",7.2,80.7,1
"Uvaria L.",7.6,80.4,1
"Uvaria L.",8,80.6,1
"Uvaria L.",6.7,80.4,1
"Glochidion J.R.Forst. & G.Forst.",6.2,80.3,1
"Glochidion J.R.Forst. & G.Forst.",6.8,80.6,1
"Glochidion J.R.Forst. & G.Forst.",7,80.4,1
"Glochidion J.R.Forst. & G.Forst.",7.4,80.7,1
"Glochidion J.R.Forst. & G.Forst.",6.4,80.4,1
"Glochidion J.R.Forst. & G.Forst.",6.9,80.5,1
"Psychotria nigra var. nigra",7.2,80.7,1
"Prunus ceylanica (Wight) Miq.",7.1,80.8,1
"Gomphandra coriacea Wight",6.4,80.7,1
"Dendrocalamus Nees",8.4,80.7,1
"Aeschynanthus ceylanicus Gard.",7,80.8,1
"Aeschynanthus ceylanicus Gard.",7.4,80.8,1
"Aeschynanthus ceylanicus Gard.",7.3,80.4,1
"Aeschynanthus ceylanicus Gard.",7.6,80.7,1
"Litsea longifolia (Nees) Trimen",7.2,80.7,1
"Litsea longifolia (Nees) Trimen",6.8,80.6,1
"Litsea longifolia (Nees) Trimen",7.1,80.7,1
"Litsea longifolia (Nees) Trimen",7.3,80.6,1
"Litsea longifolia (Nees) Trimen",7.1,80.5,1
"Pandanus spiralis R.Br.",7.3,80.6,1
"Amherstia nobilis Wall.",7.4,80.7,1
"Amherstia nobilis Wall.",7.3,80.4,1
"Amherstia nobilis Wall.",7.9,80.7,1
"Amherstia nobilis Wall.",7.2,80.5,1
"Impatiens acaulis Arn.",7,80.8,1
"Impatiens acaulis Arn.",7.4,80.7,1
"Impatiens acaulis Arn.",7.4,80.9,1
"Impatiens acaulis Arn.",6.9,80.8,1
"Impatiens acaulis Arn.",6.7,80.4,1
"Impatiens acaulis Arn.",7.3,80.9,1
"Impatiens acaulis Arn.",7.3,80.6,1
"Christisonia calcarata Wight",7.4,80.8,1
"Christisonia calcarata Wight",7.3,80.8,1
"Christisonia calcarata Wight",6.8,80.8,1
"Christisonia calcarata Wight",7.3,80.9,1
"Lygodium microphyllum (Cav.) R.Br.",6.9,79.9,1
"Lygodium microphyllum (Cav.) R.Br.",6.3,80.5,1
"Lygodium microphyllum (Cav.) R.Br.",6.6,80,1
"Lygodium microphyllum (Cav.) R.Br.",6.4,80.5,1
"Lygodium microphyllum (Cav.) R.Br.",6,80.4,1
"Lygodium microphyllum (Cav.) R.Br.",6.7,80.6,1
"Calanthe perrottetii A.Rich.",7,80.8,1
"Calanthe perrottetii A.Rich.",7.4,80.8,1
"Cassytha filiformis L.",7.9,81.6,1
"Cassytha filiformis L.",9.5,80.6,1
"Cassytha filiformis L.",6,80.2,1
"Lemna aequinoctialis Welw.",7.9,80.7,1
"Lemna aequinoctialis Welw.",7.4,79.8,1
"Leuenbergeria bleo (Kunth) Lodé",9.8,80,1
"Leuenbergeria bleo (Kunth) Lodé",9.7,80,1
"Leuenbergeria bleo (Kunth) Lodé",6.7,80.1,1
"Leuenbergeria bleo (Kunth) Lodé",7.3,80.6,1
"Euphorbia tithymaloides L.",6.9,79.9,1
"Euphorbia tithymaloides L.",7.4,80,1
"Bambusa oldhamii Munro",7.3,80.6,1
"Canna × hybrida Rodigas",6.9,80.7,1
"Canna × hybrida Rodigas",7,80.8,1
"Canna indica L.",6,80.7,1
"Canna indica L.",6.9,79.9,1
"Canna indica L.",7.3,80.6,1
"Opuntia monacantha Haw.",7.3,81.7,1
"Opuntia monacantha Haw.",6.1,80.9,1
"Ardisia crenata Sims",7.4,80.8,1
"Ardisia crenata Sims",6.9,80,1
"Musa acuminata Colla",7.2,79.8,1
"Musa acuminata Colla",9.4,80.4,1
"Musa acuminata Colla",6,80.3,1
"Musa acuminata Colla",6.4,80.4,1
"Musa acuminata Colla",7.3,80.3,1
"Musa acuminata Colla",6.9,81,1
"Humboldtia laurifolia Vahl",6.8,80.2,1
"Humboldtia laurifolia Vahl",7,80.6,1
"Humboldtia laurifolia Vahl",7,80.4,1
"Humboldtia laurifolia Vahl",6.8,80.1,1
"Humboldtia laurifolia Vahl",6,80.4,1
"Humboldtia laurifolia Vahl",6.2,80.4,1
"Humboldtia laurifolia Vahl",6.6,80.6,1
"Humboldtia laurifolia Vahl",6.6,80.5,1
"Humboldtia laurifolia Vahl",6.3,80.2,1
"Humboldtia laurifolia Vahl",7.3,80.6,1
"Humboldtia laurifolia Vahl",6.8,80.5,1
"Drosera indica L.",7.4,80.8,1
"Drosera indica L.",7.9,81.3,1
"Drosera indica L.",7.5,80.7,1
"Drosera indica L.",6.9,81.7,1
"Pemphis acidula J.R.Forst. & G.Forst.",8.5,81.3,1
"Pemphis acidula J.R.Forst. & G.Forst.",6,80.2,1
"Pemphis acidula J.R.Forst. & G.Forst.",8.5,79.8,1
"Pemphis acidula J.R.Forst. & G.Forst.",8.2,79.7,1
"Pemphis acidula J.R.Forst. & G.Forst.",9.6,80,1
"Pemphis acidula J.R.Forst. & G.Forst.",9.1,79.7,1
"Pemphis acidula J.R.Forst. & G.Forst.",7.9,81.6,1
"Inga edulis Mart.",6.8,80.9,1
"Guilandina bonduc L.",7.9,81.6,1
"Guilandina bonduc L.",6.1,81.1,1
"Guilandina bonduc L.",7.9,80.7,1
"Guilandina bonduc L.",6.4,81.6,1
"Guilandina bonduc L.",7.3,80.7,1
"Guilandina bonduc L.",8.7,81.2,1
"Costus woodsonii Maas",6,80.4,1
"Costus woodsonii Maas",7.8,79.8,1
"Cerastium lanceolatum (Poir.) Volponi",6.8,80.8,1
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",6.7,80.4,1
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",7.3,80.6,1
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",6.6,80.6,1
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",6.9,80,1
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",6.5,80,1
"Chrysothemis pulchella (Donn.Sm. ex Sims) Decne.",6.4,80.4,1
"Calendula officinalis L.",7,80.8,1
"Alysicarpus vaginalis (L.) DC.",6.4,81,1
"Alysicarpus vaginalis (L.) DC.",6.1,81.1,1
"Alysicarpus vaginalis (L.) DC.",6.9,81.1,1
"Alysicarpus vaginalis (L.) DC.",7.7,79.8,1
"Alysicarpus vaginalis (L.) DC.",9.7,79.9,1
"Utricularia graminifolia Vahl",7.4,80.7,1
"Utricularia graminifolia Vahl",7.9,80.8,1
"Utricularia graminifolia Vahl",7.6,80.4,1
"Utricularia graminifolia Vahl",6.6,80.3,1
"Chamaecrista mimosoides (L.) Greene",7.4,80.8,1
"Chamaecrista mimosoides (L.) Greene",6.9,81.1,1
"Erythroxylum novogranatense (Morris) Hieron.",6.5,80.6,1
"Iresine diffusa f. herbstii (Hook.) Pedersen",7,80.8,1
"Blechnum colensoi (Hook.fil.) N.A.Wakef.",6.8,80.8,1
"Blechnum colensoi (Hook.fil.) N.A.Wakef.",6.8,80.9,1
"Blechnum colensoi (Hook.fil.) N.A.Wakef.",7.6,80.8,1
"Pseudophegopteris pyrrhorachis (Kunze) Ching",7.8,80.8,1
"Stenochlaena palustris (Burm.fil.) Bedd.",7.3,80.5,1
"Stenochlaena palustris (Burm.fil.) Bedd.",7,81,1
"Stenochlaena palustris (Burm.fil.) Bedd.",6,80.6,1
"Stenochlaena palustris (Burm.fil.) Bedd.",5.9,80.6,1
"Stenochlaena palustris (Burm.fil.) Bedd.",7.2,80.6,1
"Macrothelypteris torresiana (Gaudich.) Ching",6.9,80.8,1
"Macrothelypteris torresiana (Gaudich.) Ching",7.3,80.6,1
"Macrothelypteris torresiana (Gaudich.) Ching",7.8,80.8,1
"Araiostegia hymenophylloides (Blume) Copel.",6.8,80.9,1
"Helminthostachys zeylanica (L.) Hook.",7,81,1
"Helminthostachys zeylanica (L.) Hook.",7.9,80.6,1
"Davallia denticulata (Burm.fil.) Mett.",7,81,1
"Davallia denticulata (Burm.fil.) Mett.",7.8,80.7,1
"Tectaria subtriphylla (Hook. & Arn.) Copel.",7.6,80.6,1
"Nephrolepis biserrata (Sw.) Schott",7,81,1
"Nephrolepis biserrata (Sw.) Schott",6.7,80.8,1
"Tectaria paradoxa (Fée) Sledge",6.5,80.4,1
"Tectaria paradoxa (Fée) Sledge",6.4,80.3,1
"Tectaria paradoxa (Fée) Sledge",6.7,80.4,1
"Tectaria paradoxa (Fée) Sledge",6.5,80.5,1
"Tectaria paradoxa (Fée) Sledge",6.3,80.6,1
"Nephrolepis exaltata (L.) Schott",7,81,1
"Nephrolepis exaltata (L.) Schott",7.2,80.6,1
"Nephrolepis exaltata (L.) Schott",6.8,80.5,1
"Tectaria trimenii (Bedd.) C.Chr.",7.6,80.6,1
"Ophioglossum pendulum L.",7,81,1
"Ophioglossum pendulum L.",7.3,80.8,1
"Ophioglossum pendulum L.",7.6,80.7,1
"Actinostachys digitata (L.) Wall.",6.8,80.5,1
"Actinostachys digitata (L.) Wall.",7.9,80.8,1
"Actinostachys digitata (L.) Wall.",6.7,80.4,1
"Actinostachys digitata (L.) Wall.",6.9,80.2,1
"Nephrolepis hirsutula (G.Forst.) C.Presl",6.5,80.4,1
"Polystichum harpophyllum (Zenker ex Kunze) Sledge",7.2,80.7,1
"Polystichum harpophyllum (Zenker ex Kunze) Sledge",7.5,80.6,1
"Polystichum harpophyllum (Zenker ex Kunze) Sledge",7,81,1
"Polystichum harpophyllum (Zenker ex Kunze) Sledge",7.6,80.8,1
"Oleandra neriiformis Cav.",7.5,80.6,1
"Polystichum walkerae (Hook.) Sledge",6.8,80.4,1
"Polystichum walkerae (Hook.) Sledge",7.3,80.6,1
"Davallia affinis Hook.",7.5,80.6,1
"Davallia affinis Hook.",7.3,80.7,1
"Tectaria polymorpha (Wall. ex Hook.) Copel.",7.5,80.8,1
"Tectaria polymorpha (Wall. ex Hook.) Copel.",7.8,80.7,1
"Tectaria polymorpha (Wall. ex Hook.) Copel.",7.3,80.6,1
"Tectaria polymorpha (Wall. ex Hook.) Copel.",7.4,80.8,1
"Tectaria polymorpha (Wall. ex Hook.) Copel.",6.6,80.3,1
"Rutaceae",7.5,80.4,1
"Rutaceae",6.9,79.8,1
"Rutaceae",7.5,80.5,1
"Rutaceae",7,80.9,1
"Asplenium gardneri Baker",6.7,80.4,1
"Pyrrosia ceylanica (Giesenh.) Sledge",7,81,1
"Asplenium erectum Blume",6.9,80.8,1
"Asplenium erectum Blume",6.8,80.9,1
"Asplenium cheilosorum Kunze ex Mett.",6.8,80.9,1
"Woodfordia fruticosa (L.) Kurz",6.9,81.1,1
"Woodfordia fruticosa (L.) Kurz",6.9,81,1
"Woodfordia fruticosa (L.) Kurz",7.9,80.8,1
"Plantago lanceolata L.",7,80.8,1
"Plantago lanceolata L.",6.9,80.8,1
"Rauvolfia verticillata (Lour.) Baill.",7.4,80.8,1
"Rauvolfia verticillata (Lour.) Baill.",7.5,80.7,1
"Rauvolfia verticillata (Lour.) Baill.",6.8,80.8,1
"Rauvolfia verticillata (Lour.) Baill.",6.9,80.8,1
"Rauvolfia verticillata (Lour.) Baill.",7.3,80.8,1
"Rauvolfia verticillata (Lour.) Baill.",7.1,80.5,1
"Evolvulus glomeratus Nees & Mart.",8.6,81.2,1
"Evolvulus glomeratus Nees & Mart.",6.1,80.7,1
"Evolvulus glomeratus Nees & Mart.",7.4,80.8,1
"Tagetes erecta L.",7.1,80.1,1
"Tagetes erecta L.",7.3,80.5,1
"Tagetes erecta L.",6.9,81.1,1
"Tagetes erecta L.",7.3,80.6,1
"Tagetes erecta L.",7.2,80.6,1
"Tagetes erecta L.",7.5,79.9,1
"Tagetes erecta L.",7.1,79.9,1
"Tagetes erecta L.",6.2,80.1,1
"Tinospora cordifolia (Willd.) Miers",9.7,80,1
"Tinospora cordifolia (Willd.) Miers",6.2,80.7,1
"Murdannia zeylanica (C.B.Clarke) G.Brückn.",6.7,81.8,1
"Murdannia zeylanica (C.B.Clarke) G.Brückn.",8.1,80.7,1
"Murdannia zeylanica (C.B.Clarke) G.Brückn.",7.7,80.7,1
"Areca concinna Thwaites",6.9,80.4,1
"Areca concinna Thwaites",7.3,80.6,1
"Areca concinna Thwaites",7.6,80.7,1
"Porpax braccata (Lindl.) Schuit., Y.P.Ng & H.A.Pedersen",6.8,80.5,1
"Porpax braccata (Lindl.) Schuit., Y.P.Ng & H.A.Pedersen",6.8,80.8,1
"Porpax braccata (Lindl.) Schuit., Y.P.Ng & H.A.Pedersen",7.3,80.5,1
"Porpax braccata (Lindl.) Schuit., Y.P.Ng & H.A.Pedersen",6.9,80.8,1
"Porpax braccata (Lindl.) Schuit., Y.P.Ng & H.A.Pedersen",6.4,80.7,1
"Pandanus amaryllifolius Roxb. ex Lindl.",9.3,80.7,1
"Eulophia pulchra (Thouars) Lindl.",6.4,80.5,1
"Eulophia pulchra (Thouars) Lindl.",6.7,80.4,1
"Clusia rosea Jacq.",7.4,80.7,1
"Clusia rosea Jacq.",7.2,80.7,1
"Clusia rosea Jacq.",6.8,80.5,1
"Clusia rosea Jacq.",7.3,80.6,1
"Cyperus sphacelatus Rottb.",6.7,79.9,1
